listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
639,320,Nigeria,Ibadan,Solid,PET Bottles,318.04,Low,,55,Matched,155.34,In Progress,7.26,2025-10-28 02:09:51,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
640,320,Nigeria,Ibadan,Organic,Food Scraps,173.45,Low,,49,Unmatched,139.75,Closed,5.02,2025-11-11 07:39:09,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
641,321,Kenya,Nairobi,Organic,Market Waste,286.57,Low,,3,Unmatched,214.93,Closed,6.07,2025-11-07 00:11:27,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
642,321,Kenya,Nairobi,Organic,Food Scraps,429.56,Low,,32,Matched,137.56,In Progress,6.62,2025-09-25 17:59:26,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
643,322,Kenya,Kisumu,Liquid,Septage/Sewage,369.64,Low,,19,Matched,96.05,Open,7.41,2025-11-13 06:05:29,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
644,322,Kenya,Kisumu,Organic,Food Scraps,221.08,Medium,,56,Matched,62.45,Closed,5.95,2026-01-05 21:16:43,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
645,323,Nigeria,Ibadan,Solid,Scrap Metal,326.88,Medium,,38,Unmatched,357.8,Open,7.23,2025-12-03 14:03:42,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
646,323,Nigeria,Ibadan,Organic,Livestock Manure,183.46,Medium,,2,Unmatched,156.69,In Progress,5.97,2026-02-19 18:12:01,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
647,324,Kenya,Kisumu,Solid,Scrap Metal,494.28,Medium,,31,Matched,375.57,Open,6.62,2025-10-30 09:11:00,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
648,324,Kenya,Kisumu,Organic,Market Waste,159.54,High,,27,Unmatched,65.18,Closed,5.23,2026-01-15 19:11:47,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
649,325,Kenya,Kisumu,Organic,Livestock Manure,164.09,High,,48,Unmatched,96.07,Open,6.83,2026-02-07 18:35:15,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
650,325,Kenya,Kisumu,Organic,Market Waste,360.84,Medium,,13,Matched,192.0,Open,5.44,2025-10-04 09:01:59,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
651,326,Nigeria,Abuja,Solid,Textiles/Used Clothing,494.26,Medium,,60,Unmatched,461.26,In Progress,6.83,2026-02-02 21:14:05,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
652,326,Nigeria,Abuja,Organic,Agricultural Residue,124.45,Medium,,10,Unmatched,68.85,In Progress,5.38,2026-02-27 10:40:28,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
653,327,Kenya,Nairobi,Organic,Food Scraps,350.63,High,,52,Matched,172.04,Closed,5.17,2026-01-06 19:03:16,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
654,327,Kenya,Nairobi,Solid,PET Bottles,240.69,High,,28,Matched,104.96,In Progress,6.51,2025-10-04 21:58:09,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
655,328,Kenya,Eldoret,Organic,Food Scraps,367.15,Low,,5,Unmatched,78.05,Closed,5.43,2026-01-09 10:46:04,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
656,328,Kenya,Eldoret,Organic,Agricultural Residue,46.78,High,,48,Matched,32.53,In Progress,5.69,2025-11-20 22:15:27,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
657,329,Kenya,Nairobi,Organic,Food Scraps,42.04,Medium,,2,Unmatched,19.12,In Progress,6.48,2025-11-08 14:27:05,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
658,329,Kenya,Nairobi,Organic,Livestock Manure,236.02,Low,,18,Unmatched,100.91,Closed,5.96,2025-09-29 13:58:42,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
659,330,Kenya,Eldoret,Liquid,Industrial Effluent,398.82,Medium,,5,Matched,147.11,In Progress,6.18,2026-01-04 12:13:32,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
660,330,Kenya,Eldoret,Liquid,Greywater,260.81,Low,,41,Matched,54.45,In Progress,5.27,2026-02-19 02:16:28,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
661,331,Kenya,Kisumu,Organic,Livestock Manure,435.41,High,,3,Matched,148.47,In Progress,6.05,2025-12-28 15:24:52,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
662,331,Kenya,Kisumu,Organic,Food Scraps,337.27,High,,1,Matched,158.96,Open,5.95,2025-12-17 19:23:23,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
663,332,Nigeria,Ibadan,Liquid,Greywater,398.18,Low,,49,Matched,118.98,Closed,4.65,2025-12-08 10:56:10,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,Not Started,Regulated
664,332,Nigeria,Ibadan,Organic,Livestock Manure,474.52,Low,,28,Matched,265.42,Closed,6.61,2025-10-27 05:56:02,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
665,333,Kenya,Nakuru,Organic,Livestock Manure,138.53,High,,54,Matched,46.63,In Progress,5.76,2025-11-22 23:05:26,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
666,333,Kenya,Nakuru,Organic,Livestock Manure,286.35,High,,49,Matched,90.71,Open,6.38,2026-02-18 00:29:04,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
667,334,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,108.7,Low,,15,Matched,64.06,In Progress,7.24,2025-10-01 09:44:51,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
668,334,Nigeria,Kano,Liquid,Septage/Sewage,324.67,Low,,6,Unmatched,84.95,In Progress,9.87,2026-01-21 00:51:36,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
669,335,Kenya,Nakuru,Organic,Market Waste,212.09,High,,27,Matched,68.35,In Progress,6.16,2026-02-23 11:22:49,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
670,335,Kenya,Nakuru,Organic,Agricultural Residue,124.59,High,,41,Unmatched,102.09,Open,6.46,2025-11-14 03:11:15,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
671,336,Nigeria,Abuja,Liquid,Industrial Effluent,392.67,Low,,43,Matched,74.81,In Progress,3.03,2025-12-23 12:16:09,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
672,336,Nigeria,Abuja,Organic,Agricultural Residue,256.89,Low,,5,Unmatched,83.25,Open,5.5,2026-02-19 15:58:50,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
673,337,Nigeria,Ibadan,Organic,Market Waste,126.88,Low,,30,Unmatched,66.1,Closed,6.01,2025-11-13 18:09:21,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
674,337,Nigeria,Ibadan,Organic,Food Scraps,260.34,Low,,44,Unmatched,76.83,In Progress,5.62,2025-12-09 13:59:15,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
675,338,Nigeria,Lagos,Solid,Textiles/Used Clothing,44.77,Low,,31,Matched,37.5,Open,6.84,2026-01-23 08:24:39,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
676,338,Nigeria,Lagos,Organic,Market Waste,260.26,High,,35,Unmatched,88.33,Closed,5.49,2025-12-30 08:49:00,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
677,339,Nigeria,Port Harcourt,Liquid,Greywater,287.99,Low,,51,Unmatched,105.31,Closed,11.42,2025-11-16 08:48:33,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
678,339,Nigeria,Port Harcourt,Solid,PET Bottles,263.28,High,,16,Unmatched,131.62,In Progress,6.77,2025-10-25 08:54:17,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
679,340,Nigeria,Ibadan,Solid,PET Bottles,367.27,Low,,20,Unmatched,252.93,Open,6.74,2025-12-05 23:19:22,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
680,340,Nigeria,Ibadan,Organic,Livestock Manure,342.77,High,,53,Unmatched,118.76,Open,5.68,2025-12-03 15:20:13,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
681,341,Nigeria,Lagos,Organic,Agricultural Residue,24.39,Medium,,18,Matched,13.02,In Progress,6.36,2025-11-04 07:27:26,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
682,341,Nigeria,Lagos,Liquid,Industrial Effluent,285.07,Medium,,3,Matched,62.72,In Progress,11.95,2026-01-15 21:01:16,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
683,342,Kenya,Kisumu,Liquid,Industrial Effluent,72.8,Medium,,14,Unmatched,13.51,Closed,7.48,2025-12-25 14:16:23,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
684,342,Kenya,Kisumu,Organic,Agricultural Residue,487.83,Low,,52,Unmatched,413.29,In Progress,5.85,2025-12-13 12:40:37,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
685,343,Kenya,Kisumu,Organic,Food Scraps,209.54,Low,,22,Matched,169.88,Closed,6.41,2026-01-24 22:10:34,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
686,343,Kenya,Kisumu,Liquid,Used Cooking Oil,209.74,High,,19,Matched,45.41,Open,7.69,2026-02-11 18:22:37,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
687,344,Nigeria,Kano,Liquid,Industrial Effluent,300.9,Low,,16,Matched,63.04,In Progress,4.51,2025-12-31 20:18:17,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
688,344,Nigeria,Kano,Organic,Market Waste,418.81,Low,,22,Unmatched,157.51,Closed,5.74,2025-10-21 14:08:22,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
689,345,Kenya,Kisumu,Organic,Agricultural Residue,360.09,Medium,,18,Unmatched,100.62,Closed,6.78,2026-03-06 13:45:15,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
690,345,Kenya,Kisumu,Organic,Market Waste,212.86,High,,29,Unmatched,178.09,Closed,6.07,2025-09-20 03:10:34,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
691,346,Kenya,Eldoret,Organic,Market Waste,439.33,Low,,3,Unmatched,359.55,Closed,6.81,2026-01-16 10:26:36,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
692,346,Kenya,Eldoret,Organic,Livestock Manure,140.82,Medium,,10,Matched,75.69,In Progress,5.01,2026-01-31 02:14:29,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
693,347,Kenya,Nairobi,Others,Construction debris,407.89,Medium,,59,Unmatched,131.4,Closed,6.67,2025-12-25 18:15:26,4,15,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
694,347,Kenya,Nairobi,Liquid,Used Cooking Oil,364.41,Medium,,38,Unmatched,77.08,Closed,11.63,2026-03-03 00:59:51,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
695,348,Kenya,Nairobi,Organic,Food Scraps,418.68,High,,17,Matched,167.01,Open,6.02,2025-10-22 17:48:47,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
696,348,Kenya,Nairobi,Solid,Textiles/Used Clothing,224.15,High,,21,Unmatched,170.92,Open,7.39,2026-01-06 12:45:47,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
697,349,Nigeria,Ibadan,Liquid,Used Cooking Oil,17.44,Low,,59,Matched,6.0,Closed,6.13,2025-12-22 10:56:10,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
698,349,Nigeria,Ibadan,Liquid,Septage/Sewage,425.5,Low,,6,Matched,141.7,Closed,9.46,2025-10-27 20:54:38,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
699,350,Nigeria,Lagos,Organic,Market Waste,158.96,Medium,,23,Matched,95.92,In Progress,5.33,2026-01-22 20:03:31,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
700,350,Nigeria,Lagos,Organic,Market Waste,470.83,Medium,,34,Unmatched,193.01,In Progress,5.75,2026-02-23 12:10:05,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
701,351,Kenya,Mombasa,Organic,Food Scraps,82.75,Low,,43,Matched,68.91,Closed,5.14,2026-02-07 15:25:07,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
702,351,Kenya,Mombasa,Liquid,Septage/Sewage,203.2,Medium,,46,Unmatched,47.39,In Progress,10.71,2026-03-17 16:21:19,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
703,352,Nigeria,Abuja,Organic,Livestock Manure,290.4,Low,,53,Matched,142.51,Closed,5.01,2025-12-16 06:13:57,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
704,352,Nigeria,Abuja,Organic,Market Waste,487.15,Low,,29,Unmatched,207.95,Closed,6.35,2025-11-07 13:09:02,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
705,353,Kenya,Nakuru,Organic,Agricultural Residue,404.21,Medium,,30,Matched,181.76,Closed,5.33,2026-03-17 11:58:27,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
706,353,Kenya,Nakuru,Organic,Livestock Manure,153.74,High,,22,Unmatched,123.62,In Progress,5.46,2026-01-18 09:25:51,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
707,354,Kenya,Nakuru,Organic,Livestock Manure,398.12,Low,,50,Matched,231.21,In Progress,5.53,2025-12-28 23:07:50,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
708,354,Kenya,Nakuru,Organic,Livestock Manure,192.63,High,,20,Unmatched,56.5,Closed,5.47,2026-02-20 14:22:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
709,355,Nigeria,Kano,Solid,Textiles/Used Clothing,194.81,High,,33,Unmatched,207.05,Closed,6.55,2026-01-13 19:53:38,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
710,355,Nigeria,Kano,Liquid,Used Cooking Oil,263.59,Low,,27,Matched,75.02,In Progress,2.36,2026-03-01 02:41:47,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
711,356,Kenya,Nairobi,Liquid,Septage/Sewage,267.96,Low,,8,Matched,90.21,Open,4.6,2026-02-12 20:50:01,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
712,356,Kenya,Nairobi,Liquid,Industrial Effluent,310.11,Low,,14,Matched,98.48,Closed,10.66,2026-03-11 14:38:23,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
713,357,Nigeria,Abuja,Solid,Scrap Metal,347.04,Low,,18,Unmatched,143.44,Closed,6.79,2025-12-09 17:46:52,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General
714,357,Nigeria,Abuja,Organic,Agricultural Residue,225.37,Low,,26,Unmatched,117.72,Open,6.22,2026-03-17 00:11:51,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
715,358,Kenya,Mombasa,Liquid,Industrial Effluent,427.77,Low,,14,Unmatched,42.08,Open,7.57,2026-01-04 10:46:20,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
716,358,Kenya,Mombasa,Organic,Market Waste,433.12,Medium,,24,Matched,100.95,Closed,6.95,2026-02-04 14:45:00,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
717,359,Nigeria,Abuja,Others,Miscellaneous,35.78,Medium,,32,Unmatched,10.1,In Progress,6.6,2026-01-16 05:23:05,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
718,359,Nigeria,Abuja,Liquid,Used Cooking Oil,331.65,High,,18,Unmatched,102.89,Open,8.44,2025-09-28 03:32:50,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
719,360,Kenya,Kisumu,Organic,Market Waste,239.28,Medium,,38,Matched,99.65,In Progress,6.18,2025-12-26 22:25:52,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
720,360,Kenya,Kisumu,Liquid,Septage/Sewage,24.75,Medium,,35,Unmatched,7.29,In Progress,8.05,2025-10-25 11:33:58,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
721,361,Kenya,Mombasa,Liquid,Greywater,109.66,High,,29,Unmatched,22.0,Open,11.26,2025-11-26 06:07:17,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
722,361,Kenya,Mombasa,Solid,LDPE 'Sachet' Water Bags,478.42,Medium,,34,Unmatched,352.55,In Progress,6.74,2025-12-15 07:49:22,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
